"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","196","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","1","1","4.691794","0","13"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","1","1","9.500288","0","18"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","1","1","10.074488","0","18"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","9","1","1","14.238176","0","43"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","4","1","6.081873","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","9","1","1","13.231625","0","31"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","28","17","1","51.639305","0","281"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","1","1","27.687374","0","113"
"/Engine/VREditor/TransformGizmo/Main.Main","0","9","5","1","13.415966","0","39"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","9","1","1","13.383272","0","53"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","43","2","1","40.167255","0","454"
"/Game/Materials/M_Crystal.M_Crystal","0","14","3","1","23.437279","0","113"
"/Game/Materials/M_CrystalRed.M_CrystalRed","0","14","5","1","24.042194","0","91"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","23","2","1","41.064274","0","296"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","66","1","1","161.585953","0","2222"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","66","1","1","149.391632","0","2168"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","66","1","1","169.921494","0","2033"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","51.018433","0","410"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","9","1","1","13.036905","0","53"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","13.541844","0","26"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","12","1","1","20.349022","0","96"
"/ControlRig/M_Manip.M_Manip","0","12","1","1","18.876350","0","84"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","66","5","2","115.760933","0","1446"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","6.125337","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","3","1","8.033547","0","21"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","56","1","1","493.587921","0","1164"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","6","1","12.199451","0","44"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","101","1","1","170.169144","0","2099"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","167","7","1","303.205261","0","4755"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1208","9","1","1985.932739","0","92850"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","1","1","45.170181","0","250"
"/Engine/EngineMaterials/DefaultTextMaterialTranslucent.DefaultTextMaterialTranslucent","0","24","2","1","42.429138","0","247"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","61","13","6","91.069580","0","287"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","6.065678","0","21"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","6.032856","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","43","1","1","38.061050","0","576"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","23","1","1","40.068779","0","171"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","23","2","1","39.792896","0","156"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","23","1","1","41.799995","0","144"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","41.111736","0","132"
